Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Old St. Peter's Church and Rectory,Dutchess,,00NR01606,-73.93671208,41.70927605,POINT (-73.93671208 41.70927605)
Vander Ende--Onderdonk House Site,Queens,1/31/1977,90NR01564,-73.91958653,40.71082082,POINT (-73.91958653 40.71082082)
First Roumanian-American Congregation Synagogue,New York,3/12/1998,98NR01290,-73.98883366,40.72001297,POINT (-73.98883366 40.72001297)
"Dodge, William E., House",Bronx,8/29/1977,90NR00049,-73.91327084,40.89490746,POINT (-73.91327084 40.89490746)
"Octagon, The",New York,3/16/1972,90NR00632,-73.9435881,40.76906502,POINT (-73.9435881 40.76906502)
Olive and Hurley Old School Baptist Church,Ulster,11/19/1998,98NR01401,-74.21216943,41.97361319,POINT (-74.21216943 41.97361319)
Greenvale Farm,Dutchess,2/14/2017,15NR00023,-73.87968155,41.66998789,POINT (-73.87968155 41.66998789)
"Villa Maria Motherhouse Complex, 600 Doat Street",Erie,7/14/2006,06NR05564,-78.79799695,42.91026614,POINT (-78.79799695 42.91026614)
Canastota Public Library,Madison,5/23/1986,90NR01425,-75.75543117,43.07844411,POINT (-75.75543117 43.07844411)
Caffe Cino,New York,11/9/2017,17NR00074,-74.0025692,40.7314264,POINT (-74.0025692 40.7314264)
Buffalo Trunk Manufacturing Company,Erie,2/17/2010,09NR06064,-78.86104711,42.89389602,POINT (-78.86104711 42.89389602)
"Brunel, Emile, Studio and Sculpture Garden",Ulster,8/12/1999,99NR01477,-74.26401515,41.99957509,POINT (-74.26401515 41.99957509)
Seth M. Gates House,Wyoming,2/21/1992,91NR00286,-78.13493722,42.74092531,POINT (-78.13493722 42.74092531)
Jericho Historic District,Suffolk,7/21/1988,90NR01937,-72.21621714,40.95152251,POINT (-72.21621714 40.95152251)
Talavera (William Van Ness House),Columbia,8/8/1997,97NR01199,-73.72398686,42.2399286,POINT (-73.72398686 42.2399286)
Merrillsville Cure Cottage,Franklin,8/10/1995,95NR00866,-74.01547942,44.52375461,POINT (-74.01547942 44.52375461)
M. Wile and Company Factory Building,Erie,11/22/2000,00NR01624,-78.86845353,42.89449963,POINT (-78.86845353 42.89449963)
Lord and Burnham Building,Westchester,2/12/1999,99NR01436,-73.87258159,41.03940135,POINT (-73.87258159 41.03940135)
St. James' Episcopal Church and Parish House,Bronx,9/30/1982,90NR00063,-73.89953696,40.864045,POINT (-73.89953696 40.864045)
Buffalo Main Light,Erie,7/19/1984,90NR01228,-78.88950852,42.87783365,POINT (-78.88950852 42.87783365)
Public School 111 and Public School 9 Annex,Kings,12/14/1981,90NR01347,-73.96978492,40.67627064,POINT (-73.96978492 40.67627064)
"Fredella, Joseph J., House and Garage",Warren,9/29/1984,90NR02711,-73.64315725,43.30689521,POINT (-73.64315725 43.30689521)
United States Post Office-Jamaica Main,Queens,11/17/1988,90NR01617,-73.80168998,40.76124343,POINT (-73.80168998 40.76124343)
Whig Hill and Dependencies,Onondaga,5/12/1975,90NR02088,-76.43287287,43.15950602,POINT (-76.43287287 43.15950602)
Drum Hill High School,Westchester,12/31/1979,90NR02497,-73.92369989,41.28802225,POINT (-73.92369989 41.28802225)
32nd Police Precinct Garage,New York,8/8/2019,19NR00014,-73.94482271,40.82959324,POINT (-73.94482271 40.82959324)
Silver Lake Cemetery,Richmond,2/21/2017,16NR00113,-74.09675854,40.62070965,POINT (-74.09675854 40.62070965)
Elmendorph Inn,Dutchess,9/20/1978,90NR00450,-73.87388656,41.9973359,POINT (-73.87388656 41.9973359)
Peyser and Morrison Shirt Company Building,Warren,9/29/1984,90NR02724,-73.6297119,43.31012273,POINT (-73.6297119 43.31012273)
"Shearwater, sloop",New York,3/9/2009,08NR05942,-74.01728105,40.71248776,POINT (-74.01728105 40.71248776)
Binghamton Theatre,Broome,1/23/2008,07NR05775,-75.91217904,42.10140572,POINT (-75.91217904 42.10140572)
Melius-Bentley House,Columbia,8/11/1982,90NR00311,-73.71117576,42.00603278,POINT (-73.71117576 42.00603278)
Saint James Church,Queens,11/12/1999,99NR01470,-73.87782521,40.73835016,POINT (-73.87782521 40.73835016)
"Lasher, George, House",Schenectady,10/11/1984,90NR02632,-74.15445296,42.83624855,POINT (-74.15445296 42.83624855)
South Fallsburg Hebrew Association,Sullivan,11/22/2000,00NR01703,-74.63038535,41.70701122,POINT (-74.63038535 41.70701122)
Van Wie Farmstead,Montgomery,7/14/2011,10NR06181,-74.52515063,42.90282855,POINT (-74.52515063 42.90282855)
Longue Vue Island,Jefferson,11/4/1982,90NR01117,-75.94068216,44.32192837,POINT (-75.94068216 44.32192837)
Church of the Incarnation and Parish House,New York,7/8/1982,90NR00775,-73.98199301,40.74848185,POINT (-73.98199301 40.74848185)
Morgan Hook & Ladder Company,Ontario,6/2/1995,95NR00832,-77.40312739,42.61529234,POINT (-77.40312739 42.61529234)
Ulster Heights Synagogue,Ulster,2/19/2001,01NR01749,-74.5172904,41.7804999,POINT (-74.5172904 41.7804999)
Wakley Mountain Fire Observation Station,Hamilton,10/3/2003,02NR05002,-74.49573257,43.73499723,POINT (-74.49573257 43.73499723)
"Brown, Alexander, House",Onondaga,11/3/1983,90NR02121,-76.16342406,43.03681207,POINT (-76.16342406 43.03681207)
Cragston Dependencies,Orange,11/23/1982,90NR02298,-73.97073911,41.3523344,POINT (-73.97073911 41.3523344)
Two Bridges Historic District,New York,8/29/2003,03NR05090,-73.99593974,40.71225433,POINT (-73.99593974 40.71225433)
"Morehouse, Jeremiah, Homestead",Orange,4/12/2006,05NR05468,-74.36893583,41.24523412,POINT (-74.36893583 41.24523412)
IRT Broadway Line Viaduct,New York,9/15/1983,90NR00846,-73.95818079,40.81586579,POINT (-73.95818079 40.81586579)
Suffolk County Almshouse Barn,Suffolk,9/11/1986,90NR01779,-72.9213655,40.82806892,POINT (-72.9213655 40.82806892)
Garfield Place Historic District,Dutchess,11/29/1972,90NR00431,-73.92972784,41.69761885,POINT (-73.92972784 41.69761885)
St. Luke's Episcopal Church Complex,Dutchess,5/30/2008,08NR05852,-73.963427,41.49797863,POINT (-73.963427 41.49797863)
Keeney House,Genesee,9/11/1979,90NR00531,-77.99325711,42.97724505,POINT (-77.99325711 42.97724505)
Shay's Warehouse and Stable,Dutchess,2/27/1987,90NR00316,-73.94930546,41.58718072,POINT (-73.94930546 41.58718072)
Dansville Downtown Historic District,Livingston,6/1/2007,06NR05669,-77.6956431,42.56058583,POINT (-77.6956431 42.56058583)
Van Cortlandt Upper Manor House,Westchester,4/2/1981,90NR02431,-73.90527487,41.31239741,POINT (-73.90527487 41.31239741)
George Underhill House,Nassau,7/5/2003,02NR04977,-73.57856871,40.89617806,POINT (-73.57856871 40.89617806)
Salem Historic District,Washington,5/28/1975,90NR02760,-73.32693619,43.17249606,POINT (-73.32693619 43.17249606)
Collinsville Cemetery,Lewis,5/7/2014,14NR06529,-75.39388406,43.62644621,POINT (-75.39388406 43.62644621)
Former New York Life Insurance Company Building,New York,6/28/1982,90NR00769,-74.00338466,40.71637879,POINT (-74.00338466 40.71637879)
Nathan Garnsey House,Saratoga,1/12/2012,10NR06163,-73.86608392,42.86963117,POINT (-73.86608392 42.86963117)
Maizefield,Dutchess,11/26/1973,90NR00451,-73.88189128,41.99790701,POINT (-73.88189128 41.99790701)
East Nassau School,Rensselaer,5/23/1997,97NR01184,-73.50464826,42.5095725,POINT (-73.50464826 42.5095725)
"Tilden, Samuel J., House",New York,5/11/1976,90NR00710,-73.98686777,40.73758518,POINT (-73.98686777 40.73758518)
Bay Shore Methodist Episcopal Church,Suffolk,8/15/2001,01NR01764,-73.24548274,40.72369398,POINT (-73.24548274 40.72369398)
"Edwards, O. M., Building",Onondaga,1/26/2001,00NR01626,-76.1582059,43.05666926,POINT (-76.1582059 43.05666926)
MacDougal-Sullivan Gardens Historic District,New York,6/30/1983,90NR00772,-74.00127571,40.72845555,POINT (-74.00127571 40.72845555)
Clapham-Stern House,Nassau,6/10/2005,05NR05432,-73.64630626,40.8209764,POINT (-73.64630626 40.8209764)
West Street Building,New York,1/25/2007,06NR05646,-74.01425743,40.71000059,POINT (-74.01425743 40.71000059)
'Vesper Cliff',Tioga,7/29/2005,04NR05324,-76.27888041,42.09844214,POINT (-76.27888041 42.09844214)
Church of the Transfiguration and Rectory,New York,6/4/1973,90NR00753,-73.98594544,40.74517373,POINT (-73.98594544 40.74517373)
Walton Grange/Former Armory,Delaware,6/22/1998,98NR01325,-75.13015411,42.16564831,POINT (-75.13015411 42.16564831)
Gilsey Mansion,Suffolk,9/26/1985,90NR01819,-73.43470297,40.89489952,POINT (-73.43470297 40.89489952)
Castle Williams,New York,7/31/1972,90NR00800,-74.01934176,40.6928327,POINT (-74.01934176 40.6928327)
Bronxville Women's Club,Westchester,10/3/2007,06NR05673,-73.82655366,40.94209731,POINT (-73.82655366 40.94209731)
Delaware Avenue Firehouse (Hook & Ladder No. 4),Albany,3/12/2001,01NR01738,-73.77967163,42.64154249,POINT (-73.77967163 42.64154249)
Lower Shavertown Covered Bridge,Delaware,4/29/1999,99NR01467,-75.01309458,41.92337321,POINT (-75.01309458 41.92337321)
Brown's Hall,Madison,3/22/2006,05NR05496,-75.7378978,42.76585123,POINT (-75.7378978 42.76585123)
The Maples,Madison,11/2/1987,90NR01416,-75.83594927,42.92184804,POINT (-75.83594927 42.92184804)
Witthoefft Residence,Westchester,2/22/2011,10NR06124,-73.73648671,41.1284859,POINT (-73.73648671 41.1284859)
All Saints Episcopal Church,Westchester,5/2/2002,02NR01901,-73.84605178,41.14761769,POINT (-73.84605178 41.14761769)
322 Albany Avenue,Ulster,11/15/2002,02NR04931,-74.00355418,41.93727522,POINT (-74.00355418 41.93727522)
Lake Shore & Michigan Southern Railroad Station,Chautauqua,12/16/1983,90NR00135,-79.58199001,42.32838857,POINT (-79.58199001 42.32838857)
North Settlement Methodist Church,Greene,5/16/1996,96NR00979,-74.2954629,42.33774058,POINT (-74.2954629 42.33774058)
Ten Broeck Mansion,Albany,8/12/1971,90NR01625,-73.75130602,42.6588256,POINT (-73.75130602 42.6588256)
356 Albany Avenue,Ulster,11/15/2002,02NR04933,-74.00267056,41.93834061,POINT (-74.00267056 41.93834061)
Garrett Memorial Chapel,Yates,3/30/2001,00NR01708,-77.13089422,42.50867805,POINT (-77.13089422 42.50867805)
Home Farm,Washington,12/5/2008,05NR05449,-73.32846255,43.53942566,POINT (-73.32846255 43.53942566)
Middlesex Center Methodist Church,Yates,8/24/1994,94NR00693,-77.2698362,42.70722899,POINT (-77.2698362 42.70722899)
Garrison Landing Historic District,Putnam,11/23/1982,90NR02366,-73.94736073,41.38316369,POINT (-73.94736073 41.38316369)
Kleinhans Music Hall,Erie,6/30/1989,90NR01205,-78.88339805,42.90183226,POINT (-78.88339805 42.90183226)
Poughkeepsie Underwear Factory,Dutchess,11/26/1982,90NR00419,-73.91798442,41.70148334,POINT (-73.91798442 41.70148334)
Flushing High School,Queens,2/10/1992,91NR00099,-73.82682813,40.76488109,POINT (-73.82682813 40.76488109)
Stuyvesant Heights Historic District (Boundary Increase),Kings,11/15/1996,96NR01081,-73.93926935,40.68079318,POINT (-73.93926935 40.68079318)
George House,Jefferson,9/6/1990,90NR03018,-76.1342753,44.06576001,POINT (-76.1342753 44.06576001)
Ulster & Delaware Railroad Station,Greene,8/8/1996,96NR01036,-74.09106401,42.1955775,POINT (-74.09106401 42.1955775)
"Smith, Reuel E., House",Onondaga,7/27/1979,90NR02131,-76.43411881,42.94291248,POINT (-76.43411881 42.94291248)
Seaman-Knapp House,Rockland,5/24/2012,12NR06311,-74.05929746,41.18650193,POINT (-74.05929746 41.18650193)
"Warner, Oliver, Farmstead",Ontario,11/17/1988,90NR01983,-77.13422777,42.91239549,POINT (-77.13422777 42.91239549)
First Presbyterian Church Rectory,Dutchess,11/26/1982,90NR00398,-73.92493702,41.70117334,POINT (-73.92493702 41.70117334)
Lock 18 of Enlarged Erie Canal,Albany,2/18/1971,90NR02827,-73.71175892,42.78465664,POINT (-73.71175892 42.78465664)
Carnegie Hall,New York,10/15/1966,90NR00864,-73.97992122,40.76501748,POINT (-73.97992122 40.76501748)
New York State Department of Education Building,Albany,3/18/1971,90NR01643,-73.75761128,42.65403411,POINT (-73.75761128 42.65403411)
Bartow-Pell Mansion and Carriage House,Bronx,12/30/1974,90NR00074,-73.80545015,40.87201928,POINT (-73.80545015 40.87201928)
Shattuck House,Madison,7/15/1991,91NR00147,-75.8870878,42.9710457,POINT (-75.8870878 42.9710457)
Beckwith Farmhouse,Madison,11/2/1987,90NR01404,-75.88525164,42.94781737,POINT (-75.88525164 42.94781737)
Roslyn Grist Mill,Nassau,10/2/1986,90NR01738,-73.64947672,40.80063784,POINT (-73.64947672 40.80063784)
Brockport Cemetery,Monroe,3/8/2016,15NR00112,-77.93376156,43.21067341,POINT (-77.93376156 43.21067341)
East Bloomfield Historic District,Ontario,11/13/1989,94NR00699,-77.43393672,42.89522095,POINT (-77.43393672 42.89522095)
Elbridge Village Historic District,Onondaga,1/24/2002,01NR01770,-76.44502186,43.0346117,POINT (-76.44502186 43.0346117)
"Baylis, M., House",Suffolk,9/26/1985,90NR01800,-73.41740205,40.79067568,POINT (-73.41740205 40.79067568)
Wardenclyffe,Suffolk,7/27/2018,18NR00033,-72.8990978,40.94810473,POINT (-72.8990978 40.94810473)
St. Paul's Lutheran Church,Greene,7/6/2005,04NR05384,-74.15109302,42.40788639,POINT (-74.15109302 42.40788639)
Barbizon Hotel for Women,New York,10/29/1982,90NR00887,-73.96619986,40.76440965,POINT (-73.96619986 40.76440965)
Turtle Bay Gardens Historic District,New York,7/21/1983,90NR00787,-73.97006341,40.75430667,POINT (-73.97006341 40.75430667)
Seawanhaka Corinthian Yacht Club,Nassau,1/8/1974,90NR01719,-73.51372822,40.90279052,POINT (-73.51372822 40.90279052)
Onondaga County War Memorial,Onondaga,12/19/1988,90NR02127,-76.14817817,43.04490871,POINT (-76.14817817 43.04490871)
"Rohr, George, Saloon and Boardinghouse",Westchester,12/1/1978,90NR02505,-73.86117803,41.16227957,POINT (-73.86117803 41.16227957)
Brooks and Hewitt Halls,New York,11/15/2003,03NR05121,-73.96440663,40.8086219,POINT (-73.96440663 40.8086219)
Smyrna Elementary School,Chenango,12/16/1996,96NR01101,-75.56923844,42.68591691,POINT (-75.56923844 42.68591691)
Moravia Union Cemetery,Cayuga,11/7/1995,95NR00879,-76.41734541,42.70195696,POINT (-76.41734541 42.70195696)
Van Ornam & Murdock Block,Essex,11/14/1982,90NR00494,-73.4592005,44.04827519,POINT (-73.4592005 44.04827519)
St. Thomas Aquinas Roman Catholic Church Complex,Erie,2/21/2017,15NR00029,-78.81505191,42.85096467,POINT (-78.81505191 42.85096467)
Prospect Heights Historic District,Kings,9/15/1983,90NR01309,-73.97145454,40.67915909,POINT (-73.97145454 40.67915909)
"Graves, John, Cobblestone Farmhouse",Seneca,2/28/2008,07NR05743,-76.87268172,42.95703272,POINT (-76.87268172 42.95703272)
Bridgehampton Presbyterian Church,Suffolk,2/14/2017,16NR00120,-72.3027612,40.93556649,POINT (-72.3027612 40.93556649)
"Murray Street, House at No. 30",Livingston,1/7/1999,98NR01318,-77.87544293,42.72308869,POINT (-77.87544293 42.72308869)
Shady Brook Farms,Ulster,11/21/2012,09NR06063,-73.97271946,41.59362967,POINT (-73.97271946 41.59362967)
240 Central Park South,New York,5/12/2009,08NR05940,-73.9811777,40.76731928,POINT (-73.9811777 40.76731928)
New Suffolk School,Suffolk,9/12/2002,01NR01781,-72.47518391,40.99273672,POINT (-72.47518391 40.99273672)
Trinity Church,Rensselaer,5/1/1995,95NR00817,-73.67502682,42.77468939,POINT (-73.67502682 42.77468939)
St. Peter's Roman Catholic Church,New York,4/23/1980,90NR00682,-74.00955548,40.71237485,POINT (-74.00955548 40.71237485)
Johannes Lawyer House,Schoharie,2/23/2016,15NR00128,-74.313902,42.65676289,POINT (-74.313902 42.65676289)
Old Broadway Synagogue,New York,1/11/2002,01NR01808,-73.95707195,40.81523131,POINT (-73.95707195 40.81523131)
"Hasbrouck, Judge Jonathan, House",Ulster,3/6/2013,12NR06406,-74.11346315,42.04127023,POINT (-74.11346315 42.04127023)
Sniffen Court Historic District,New York,11/28/1973,90NR00920,-73.97795632,40.747097,POINT (-73.97795632 40.747097)
African-American Cemetery,Orange,8/16/1996,96NR01032,-74.25423877,41.50508923,POINT (-74.25423877 41.50508923)
C. Rieger's Sons Factory,Bronx,5/27/2004,03NR05200,-73.91638303,40.81438596,POINT (-73.91638303 40.81438596)
Lady Washington Hose Company,Dutchess,11/26/1982,90NR00406,-73.92611349,41.70225201,POINT (-73.92611349 41.70225201)
B'Nai Israel Temple,Cattaraugus,1/4/2012,11NR06270,-78.42753814,42.07625783,POINT (-78.42753814 42.07625783)
"Sidewalk Clock at 1501 3rd Avenue, Manhattan",New York,4/18/1985,90NR00667,-73.95453157,40.77787042,POINT (-73.95453157 40.77787042)
Cobblestone House,Steuben,9/30/1983,90NR02023,-77.32404723,42.33816108,POINT (-77.32404723 42.33816108)
New Utrecht Reformed Church and Buildings,Kings,4/9/1980,90NR01266,-74.00049523,40.60830871,POINT (-74.00049523 40.60830871)
South Congregational Church,Kings,11/4/1982,90NR01333,-73.99653519,40.68205961,POINT (-73.99653519 40.68205961)
First Trust Company Building,Albany,1/18/1973,90NR01623,-73.75106655,42.64921024,POINT (-73.75106655 42.64921024)
Beardslee Farm,Otsego,6/30/2000,00NR01633,-75.32137202,42.62759232,POINT (-75.32137202 42.62759232)
"Delano, Clayton H., House",Essex,11/15/1988,90NR00482,-73.42672677,43.84714246,POINT (-73.42672677 43.84714246)
Forest Home Historic District,Tompkins,8/6/1998,92NR00356,-76.46975205,42.45213889,POINT (-76.46975205 42.45213889)
Oakwood Avenue Presbyterian Church,Rensselaer,11/21/2012,12NR06383,-73.67992429,42.73987022,POINT (-73.67992429 42.73987022)
"Ellington, Edward Kennedy Duke""",New York,5/11/1976,90NR00707,-73.94137123,40.83234733,POINT (-73.94137123 40.83234733)
United States Post Office-Owego,Tioga,5/11/1989,90NR02239,-76.26074952,42.10296059,POINT (-76.26074952 42.10296059)
Fort Ticonderoga,Essex,10/15/1966,90NR00472,-73.39516004,43.83593554,POINT (-73.39516004 43.83593554)
St. Augustine's Chapel,New York,5/6/1980,90NR00700,-73.98312495,40.71366206,POINT (-73.98312495 40.71366206)
Peck Memorial Library,Cortland,5/19/1992,92NR00351,-76.03313906,42.44101545,POINT (-76.03313906 42.44101545)
Dick's Castle,Putnam,,91NR00062,-73.93044978,41.39952676,POINT (-73.93044978 41.39952676)
Mott Mill,Westchester,1/28/2004,03NR05152,-73.89352325,40.93512951,POINT (-73.89352325 40.93512951)
Trinity Episcopal Church,Greene,12/6/1996,96NR01068,-74.29759291,42.29835474,POINT (-74.29759291 42.29835474)
Central Troy Historic District (Boundary Expansion),Rensselaer,6/14/2016,15NR00044,-73.69011806,42.72707261,POINT (-73.69011806 42.72707261)
Grace Church and Dependencies,New York,6/28/1974,90NR00768,-73.99080374,40.73196959,POINT (-73.99080374 40.73196959)
Frazier Bridge,Essex,12/17/1998,98NR01410,-73.42208439,43.85029283,POINT (-73.42208439 43.85029283)
United States Post Office-Suffern,Rockland,5/11/1989,90NR02416,-74.15242883,41.11643929,POINT (-74.15242883 41.11643929)
Buffalo Smelting Works,Erie,10/18/2011,11NR06237,-78.90606147,42.93611296,POINT (-78.90606147 42.93611296)
St. John's Episcopal Church,Livingston,7/19/1991,91NR03321,-77.87625717,42.72483182,POINT (-77.87625717 42.72483182)
Washington Avenue (10th Battalion) Armory,Albany,3/2/1995,95NR00783,-73.7624401,42.65700368,POINT (-73.7624401 42.65700368)
"How, James and Fanny, House",Erie,5/23/1997,97NR01207,-78.87424163,42.91645489,POINT (-78.87424163 42.91645489)
High Bridge Aqueduct and Water Tower,Bronx,12/4/1972,90NR00923,-73.93259328,40.84245936,POINT (-73.93259328 40.84245936)
Bevier House,Ulster,9/26/1983,90NR01063,-74.1703145,41.68315662,POINT (-74.1703145 41.68315662)
Pleasant Valley Grange Hall,Oneida,2/12/1999,98NR01396,-75.43985348,42.91726369,POINT (-75.43985348 42.91726369)
Lower Genesee Street Historic District,Oneida,10/29/1982,90NR02060,-75.22765485,43.10429415,POINT (-75.22765485 43.10429415)
Hamilton Union Presbyterian Church,Albany,11/10/1982,90NR01630,-73.90876692,42.70366264,POINT (-73.90876692 42.70366264)
Granite Building,Monroe,10/11/1984,90NR01512,-77.60874123,43.1570025,POINT (-77.60874123 43.1570025)
